6981,10325,6979,8171
7766,9588,8319,10542
4293,8378,4114,8380
395,229,227,8589
6245,8587,7322,10376
8198,9124,6963,9429
7225,8476,6346,9693
6717,8982,7789,9130
600,617,601,7177
6589,8955,7594,9980
6011,6380,5588,7566
5876,6541,5990,7167
1781,6195,1785,7147
90,85,89,5987
6625,7658,6044,7673
305,446,299,5918
618,7173,790,8547
6947,8123,5828,9401
6144,6833,5801,7205
580,6097,582,7675
7164,8431,6320,8432
6382,7265,5911,8524
223,391,215,7077
4279,6873,4280,8021
1518,7167,1517,7525
5821,9382,6917,9554
1299,1285,1298,8434
9123,9124,7784,10127
6107,6110,5636,6756
6562,8862,7558,8863
8135,8437,6958,9425
8135,8419,6322,9646
336,8836,112,9919
2449,2577,2446,7719
4066,6361,4254,7234
922,915,921,5705
2993,2994,3014,7443
5961,7405,7128,8369
5231,5359,5228,7084
1147,6694,6073,7671
1846,1852,2065,7997
5946,7353,6488,8713
2168,6830,2295,7957
2197,2198,2070,10583
235,6736,231,9148
8165,8568,5929,9754
2954,2955,2972,7747
5693,5907,5692,9244
4628,1949,4633,6503
2667,2796,2668,7939
773,774,965,6738
638,642,637,6990
6529,9906,8808,10589
4136,4143,3949,9892
6211,8446,6947,8447
3369,3658,3651,8521
1220,1230,1231,8132
891,893,892,7368
5714,7320,1150,7703
6566,8867,7561,9388
7115,8355,6293,8356
5690,6962,4069,7260
6918,8086,6915,8087
4045,4041,3841,5651
6341,7199,5887,8467
6397,9764,8595,9766
6966,9745,9436,10702
9179,10716,6965,10764
3360,6381,3368,7266
5393,5528,5394,9761
2714,6608,2842,7633
7018,7856,5844,8235
630,454,450,6779
6577,8420,5677,9039
673,674,677,6336
1533,1518,1532,7525
443,6988,442,8180
26,27,41,6576
5347,5348,5220,6108
4179,4194,4177,8706
8126,8439,6991,10319
5754,10023,8924,10663
6460,8376,5602,8690
1340,1087,1081,8232
5589,9750,8500,10473
3455,3714,3453,6861
5414,6227,5285,7682
6486,8754,7442,10573
5803,6837,6150,7973
8677,9831,7385,9842
1954,2113,1952,7428
2142,6978,2270,7839
470,646,465,5912
2695,2823,2692,9737
6239,7011,5932,7321
312,466,315,7844
6454,8683,7389,8685
6075,8654,7364,10700
7128,7405,6464,8703
7722,9050,5625,9556
1383,7281,1393,8544
2417,7056,2415,8283
812,817,818,6779
6198,6916,5823,8100
5621,7785,6643,7786
2422,2427,2550,10299
7514,8819,5994,9030
6156,9313,8003,9314
1712,1726,1713,9002
7902,9225,6131,9885
8919,9184,7602,10469
4853,4981,4851,9530
5848,8252,7032,8253
4431,5689,4270,6853
7133,8380,8378,9624
3809,7982,6845,7983
5923,8120,7157,8132
1041,1268,1282,6768
4578,6520,1861,8528
6242,6600,6030,8577
6805,9767,8628,9787
6426,7336,7055,8277
3186,3167,3168,6183
6186,8076,8074,9380
5680,6341,6340,8396
5763,7711,6667,9649
4557,5831,4410,7261
4066,5913,4064,7928
6855,6874,1877,8023
7421,8848,8721,9495
6467,7408,4192,8705
2495,2620,2623,7302
5891,7216,7215,9705
5944,7933,6841,9251
7985,9299,5802,9641
7255,8519,8518,9325
8125,10314,8646,10315
2295,6830,2292,7954
4087,5689,4083,6373
5753,7619,6755,7841
6087,7808,6726,7818
6274,7081,6522,7496
6255,9537,8259,9540
9258,10220,6604,10224
8618,9553,6584,9953
3207,3190,3191,9375
6752,7836,5683,9619
1729,8539,1741,9734
8870,9632,6012,9946
5228,5100,5231,7084
6534,9911,10917,8817
1041,1282,1047,7860
7026,8242,6099,8244
4784,4785,4913,6728
5734,7081,6274,7496
7063,8302,8301,10380
3018,7454,2997,8772
7152,7917,6313,8400
6067,7739,6683,7801
7881,9198,6790,9695
4540,4401,4546,6913
6794,8050,6126,9187
7389,7391,6456,9832
7914,7916,6808,9298
6156,6856,5806,7997
967,776,969,6737
1863,1864,1857,7998
5855,7075,6271,7076
8638,10416,6525,10510
5505,151,147,9595
7247,7248,6369,9721
972,6649,6052,6737
5550,246,244,7805
3720,3935,3713,6860
7533,10348,9491,10349
5695,5909,5651,6379
1626,1609,1608,7162
326,321,92,6523
6264,7062,5664,9574
4288,8016,4287,9330
2319,2320,2192,8966
4405,4406,4543,6189
5594,6409,5931,7271
7251,8014,6866,8522
5474,5344,5342,10016
6120,9216,7897,10194
6189,6198,5651,7563
6447,7383,5950,8662
7541,9860,6235,9927
5801,6833,6344,7205
7912,7987,6804,9305
750,749,752,6743
3734,3735,3733,6894
6161,6861,3443,8007
4928,8893,4800,10391
3664,8015,6372,9724
5816,8063,8062,10561
4797,4926,4798,9553
5858,7028,6277,7085
6211,7176,6945,8446
5871,6199,5674,7238
4013,3817,4032,6199
2116,1956,2115,7471
5962,7413,7353,7418
3217,6904,3218,7109
6308,8395,7967,9283
5900,8096,6924,8395
2713,7041,2715,8270
82,5472,79,6761
4840,4839,4967,6334
2154,2025,2153,7977
365,367,529,7076
1821,6835,1827,7258
7083,7496,5986,8325
2557,2558,2430,9269
6834,9233,5796,9276
6911,8080,6188,9383
3987,6393,3785,7414
3620,3619,3612,7924
2688,2559,2560,9058
728,721,727,6270
1253,1255,1237,7161
6790,9990,8480,10180
6342,9298,5805,10213
9235,9300,5880,9304
9555,10187,8086,10612
7685,7785,5756,10054
6908,8076,6186,9325
902,6450,1117,8661
5901,7021,5653,7244
6003,8359,7119,9614
5460,53,5459,7498
5139,5269,5267,7772
6934,6942,5826,6998
2195,2321,2193,9314
6536,7890,7514,10250
5901,7223,5687,8510
1102,1108,1109,6456
1941,7136,4622,9631
1812,1814,1813,6144
7037,7999,6156,9331
6885,8044,7035,8256
375,6200,540,6930
4880,4883,5011,6714
6820,9270,7933,9783
9421,10314,8125,10315
5084,5087,5215,8324
3058,7454,6493,8771
8557,9743,6398,9991
10314,10328,8646,10334
7716,9028,6665,10392
2198,2328,2200,7629
2267,7400,2395,8696
6529,8808,6282,10589
6258,7580,7050,8880
4273,4274,4272,6384
4880,6714,5008,9122
7434,8745,5972,8773
8908,10454,7596,10455
7912,9281,9235,10206
3694,3699,3695,8019
5580,9275,7959,9276
6248,8242,7026,8244
7447,7458,5973,8633
5653,6368,5901,7244
1316,7526,1317,8838
4129,4133,4130,8864
3754,8349,3764,8858
8022,8035,6159,9536
58,49,50,6987
6162,6868,6867,8012
6106,7842,5577,9158
5845,6411,5933,6412
672,6284,667,7528
6327,7180,7179,7567
8670,10047,6621,10656
1499,1490,1498,7160
5902,7023,688,8515
1735,1418,1432,10052
8046,10912,10268,10975
6456,7383,5953,9832
5890,6350,6349,7211
5794,9557,8091,9558
1592,1574,1591,7615
5288,6724,5287,7819
41,45,26,6576
5896,8688,6980,8689
451,6000,453,6547
6542,6543,5997,8838
5129,4998,5001,9586
3975,3976,3781,7106
2385,6479,2384,8734
6494,8773,7463,8782
4375,5871,4389,6924
8161,10339,9461,10357
370,536,375,5824
3970,3778,3780,5691
6085,9135,6722,10046
3435,6910,3433,8007
7357,9797,8637,10503
5933,6411,5714,7318
1964,7118,6477,7549
1627,1626,1644,9520
8266,9340,6878,10754
4234,4403,4404,6376
6943,8127,5827,10311
1651,1634,1633,7616
9764,10371,8482,10466
8911,10760,10567,10975
6216,8113,5790,9409
2316,8966,2319,9903
863,868,678,7187
2479,2604,2607,7885
5683,6357,5895,7468
8904,8905,6231,10453
4133,3939,4135,8864
7430,9430,6236,10139
6338,6340,5644,7201
6527,6528,5988,9042
5537,220,5538,8590
6289,8350,5864,8351
766,6651,593,9021
4850,4720,4848,8970
1202,1204,1483,6650
6167,6169,5646,7553
5650,8025,8009,8027
241,395,397,6661
462,311,460,6758
1428,7671,6631,9007
3984,4158,4167,7130
6557,7118,5740,8358
9573,10598,10407,10829
7048,8290,4813,10389
3678,3672,3673,10422
2684,2812,2813,8191
5735,6529,5990,8337
6468,7410,6469,8364
4302,6302,4304,7465
7305,8570,5624,10340
1219,1229,1220,7157
6808,7916,5805,9298
6387,7274,5623,7647
4230,4393,4224,6913
4214,4216,4012,7145
10317,10781,8436,10995
901,902,897,8661
5881,7179,6327,7748
8669,8678,6448,9833
5041,7813,5170,9146
6001,8844,8716,10353
8314,9582,7070,9585
6325,8122,6947,8447
2158,2290,2162,7935
1820,6835,1821,7258
5227,5353,5225,6273
4459,7478,6302,9191
7865,8789,5974,8790
5922,7288,5707,9659
951,760,762,7668
2126,1994,1978,8167
7852,7858,6109,9525
7530,7532,6544,7721
574,576,754,6661
9173,10160,6783,10349
6597,8941,8939,10661
7361,8649,5947,8996
5885,6337,5637,7847
6060,6665,6545,7715
6036,9706,8927,9985
669,670,673,6336
3900,4093,3896,6873
705,5901,526,7223
4251,4252,4250,7259
5804,7198,6846,8466
7328,9692,8475,10462
6460,7394,6458,8690
1276,1277,1263,8138
5712,9503,8556,10362
6187,6910,3694,8019
7035,8044,6251,8256
1884,1888,1883,9196
3892,3661,3887,7930
591,589,9025,7702
6259,6928,5822,8282
6955,8116,6116,9159
1634,1635,1617,7616
6627,6631,6045,7670
6635,7677,6652,9128
3538,3757,3539,8368
1038,1249,1037,10589
2884,8165,2890,8568
1662,1663,1645,9520
3950,4148,3956,6305
5325,5448,5320,7577
3991,3992,4001,7415
6262,8293,7058,9562
4099,7135,4098,8383
5590,7843,6757,7845
6575,7575,5746,9037
5419,5418,5554,6642
1247,1266,1248,6216
6052,6647,5632,7691
8046,10177,6886,10654
6559,6861,6160,6862
7775,10542,9104,10700
2810,9922,6674,11025
6263,10262,9335,10600
8295,10498,9564,10812
2730,6795,2732,8051
6143,7203,5609,7257
9976,10344,8901,10793
734,552,732,7319
2893,2765,2889,8166
5814,9196,9192,9355
1345,1346,1353,9527
1965,6102,1968,6753
7788,9127,6970,10128
7025,9828,8655,10142
111,5483,5486,8328
2133,2129,1985,7115
1140,1141,1132,6694
6791,7883,4750,8478
872,871,876,7390
571,570,572,9149
7624,10345,8955,10795
6483,8753,8750,10827
8497,9709,7232,9710
7359,10590,10521,10953
8453,2981,2965,2966
3877,6373,5690,7252
10394,10910,10570,10933
2646,2645,2517,10139
1376,1384,1673,8683
1933,1934,1932,8863
6487,8362,8340,8708
1706,1387,1690,6415
7369,8320,7367,8657
5867,6357,6355,8371
4384,4212,4385,6846
1455,1472,1457,6051
6068,7741,6684,7745
7561,9388,8866,9941
6513,7257,5897,9263
1620,1602,1619,7522
4777,4905,4904,6725
541,5668,5569,6392
9452,10333,8157,10529
5801,6344,6343,7204
6159,8255,7035,9536
2656,2527,2528,8171
7169,8435,6322,9646
1859,6520,1860,8529
626,5697,628,5701
3,5434,5435,7580
6329,9680,8903,10455
5770,7074,6073,8318
8778,9182,5791,9893
7165,8423,5877,8942
265,6094,5563,7825
6984,8178,7306,9478
4881,6791,4753,8478
3195,3211,3194,8633
6455,7368,5955,8673
7011,8210,7006,9514
2608,2607,2736,9201
5536,5535,5402,6735
857,862,858,6543
1401,7322,1389,9523
6711,6712,5631,6731
706,6202,903,6931
6752,7471,6102,10866
7873,9188,5966,9875
9133,10357,9496,10358
6834,7483,6138,9231
2534,6424,2535,7342
5869,6500,5673,6505
6161,6861,6559,6862
8399,8400,5641,9240
3500,3518,3499,7354
4852,4722,4850,8970
6518,7488,5733,8794
6952,6958,5874,8417
1915,1914,1920,7557
6010,8867,6566,9388
6656,7314,5700,8583
6608,8967,6028,8970
5235,5107,5237,8330
6038,7645,6615,8981
8254,8307,6267,8315
8935,9845,5954,10903
5461,54,43,7577
10482,10892,7359,11015
8394,9300,7985,10429
6615,7812,6038,8977
5182,8280,7053,10390
6155,6866,5688,6872
9115,10134,9135,10675
3679,3673,3680,10422
3319,3306,3320,7151
1975,6466,4645,6753
6906,9380,8074,10292
5729,9367,8059,9368
3984,3970,3972,5691
3579,3822,3824,6341
1755,6195,1786,6926
7134,9627,6303,10422
3632,3638,3871,5696
9706,10467,10006,10725
44,6576,43,7577
8891,9964,6583,10630
8273,6666,5615,9651
5563,6741,5564,7825
5600,6733,6391,8667
6053,7275,7274,7679
4805,8189,6996,8190
1177,1178,1175,7674
9807,10517,9805,10840
7918,8801,6817,9250
5944,6838,6827,7951
1496,1495,1507,8429
10521,10865,7359,10953
8000,8003,6563,8865
6036,9706,6613,10005
2898,4779,2899,9474
2942,2960,2959,7915
6699,7835,6750,8654
979,7288,988,8448
749,571,751,9149
6186,8078,6909,9380
777,588,587,9023
3662,6385,3668,6484
6836,9277,5899,9641
6044,7662,6627,7663
5990,7502,7096,9920
8621,9272,6822,9785
7853,9159,5638,9160
4655,4507,4656,7116
5815,6892,4625,6893
2714,6594,2712,6608
7307,9465,6405,9466
8101,10628,9399,10931
7404,7415,5706,8698
2710,2709,2837,10669
6153,7990,6850,8143
326,484,480,7099
6096,7826,751,9149
6290,7110,7109,9602
1643,1625,1642,8680
3519,3520,3535,6473
7538,8200,7001,9494
7536,7544,6002,8850
6847,9279,7916,10240
7340,8473,6425,8886
4182,6393,4174,7284
5899,6364,3549,6836
3717,6499,3933,7467
7250,8074,6678,10290
1125,5919,1131,6450
2391,2263,2392,8733
1564,7016,6117,8230
3819,7238,3818,8505
1037,7097,1038,10589
6329,8481,7218,8484
7609,8404,6451,8931
5732,7124,5981,8783
2683,6674,2811,8276
9895,10170,6783,10961
4816,4948,4820,6994
2977,8757,2994,9880
4295,4112,4299,8018
5612,6577,6018,7575
6923,8604,5681,9288
1239,7158,1225,8426
6336,7181,5885,7847
6424,6433,5939,7351
6605,8957,7625,10019
8353,9431,6963,9854
5843,7616,7019,8945
7336,8473,5939,9776
3690,3424,3684,9627
4155,4157,4334,9608
